[header]
width=120
height=120
tilewidth=136
tileheight=68
orientation=isometric

[tilesets]
tileset=../mapres/base.png,136,68,0,0
tileset=../mapres/base5.png,136,68,0,0
tileset=../mapres/obj-01.png,150,150,0,0

[layer]
type=terrain
data=
82,76,76,76,76,76,76,76,76,76,76,76,79,113,124,122,118,118,120,71,73,73,75,114,117,117,122,118,120,71,73,75,114,117,117,117,121,72,76,76,76,79,114,117,117,117,117,117,117,117,117,117,117,117,122,118,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,123,119,84,
76,76,76,76,76,81,77,77,77,83,76,76,79,115,118,120,71,73,73,82,76,76,79,114,117,117,121,71,73,82,76,79,114,117,117,117,121,74,77,77,77,78,114,117,117,117,117,117,117,117,117,117,117,117,123,116,124,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,123,119,
76,76,76,81,77,78,113,116,119,74,77,83,80,73,73,73,82,76,76,76,76,81,78,114,117,117,121,72,76,76,76,79,114,117,117,117,123,116,116,116,116,116,124,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,123,
76,76,81,78,113,116,124,117,123,116,119,72,76,76,76,76,76,76,76,76,76,79,113,124,117,117,121,72,76,76,81,78,114,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,122,118,118,118,118,118,118,118,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,79,113,124,117,117,117,117,117,121,72,76,76,76,76,76,76,76,76,76,79,114,117,117,117,121,72,76,81,78,113,124,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,122,120,71,73,73,73,73,73,75,115,118,118,118,125,117,117,117,117,117,117,117,117,117,117,117,122,118,118,118,118,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,79,114,117,117,117,122,118,118,120,72,76,76,76,76,76,76,76,76,76,79,114,117,117,117,121,74,77,78,113,124,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,121,71,82,76,76,76,76,76,80,73,73,73,75,114,117,117,117,117,117,117,117,117,117,117,117,121,71,73,73,75,115,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,79,115,125,117,122,120,71,73,73,82,76,76,76,76,76,76,76,76,81,78,114,117,117,117,123,116,116,116,124,122,118,118,118,118,118,125,117,117,117,117,117,117,117,117,117,117,117,117,117,122,118,120,72,76,76,76,76,76,76,76,76,76,76,79,114,117,117,117,117,117,117,117,117,122,118,118,120,72,76,76,80,75,115,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,80,75,114,122,120,71,82,81,77,77,77,83,76,76,76,76,76,76,79,113,124,117,117,117,117,117,117,117,117,121,71,73,73,73,75,115,118,118,125,117,117,117,117,117,117,117,122,118,118,120,71,73,82,76,76,76,76,76,76,76,76,76,76,79,114,117,117,117,117,117,117,117,117,121,71,73,73,82,76,76,76,80,75,115,125,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,76,79,115,120,71,82,81,78,113,116,119,72,76,76,76,76,76,76,79,114,117,117,117,117,117,117,117,117,117,121,72,76,76,76,80,73,73,75,115,118,125,117,122,118,118,118,120,71,73,73,82,76,76,76,76,76,76,76,76,76,76,76,76,79,114,117,117,117,117,117,117,122,118,120,72,76,76,76,76,76,76,76,80,75,114,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
76,76,76,80,73,73,82,81,78,113,124,117,121,72,76,76,76,76,81,77,78,114,117,117,122,118,118,118,118,125,117,121,72,76,76,76,76,76,76,80,73,75,115,118,120,71,73,73,73,82,76,76,76,76,76,76,76,76,76,76,76,76,76,81,77,78,114,117,117,117,117,117,117,121,71,73,82,76,76,76,76,76,76,76,76,79,114,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,
